Client Account,Job Client,Job Number,Job Type,Job CRN,Job Tags,Job Status,Serial Number,Client Tag,Asset Tags,Requested By,Requested Date,Finished Date,Invoice Status,Job Number,CustomerPONumber,DatePosted,PaymentStatus,Comment,Model,LocationType,Location CRN,Location CRN2,Location Name,Street Address,Suburb,State,PostCode,Notes,Line Items,Line Items Per Unit Ex. Gst,Total Ex. Gst,GST,Total
SKOPE Industries,SKOPE INDUSTRIES,SIL-1306498R,Repair,,,Completed Successfully,RCPG500-06096,,,Warren - Skope,17/06/2024 12:49:00 PM,30/06/2024 3:24:48 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,Skope,Outlet,,,Pindara Private Hospital,Allchurch Avenue,Benowa,QLD,4217,"Leak tested cyclone unit and found leaking on evaporator on distributor lines. Obtained new evaporator and changed. Also changed drier and nitrogen tested system. O.K.
Evacuated and gas charged system and ran and tested. Serviced cabinet and returned to customer.","Call Out,Labour,Access Valve,Nitrogen,Solder/Oxy,Drier,Evaporator Coil,Frieght,Consumables,Gas","90.0000,720.0000,15.0000,15.0000,28.0000,38.0000,420.0000,25.0000,15.0000,88.0000",1454.0000,145.40,1599.4000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1306545R,Repair,,,Completed Successfully,HA171216881,,,Pamela Wu,17/06/2024 1:24:00 PM,25/06/2024 3:37:30 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DOOR,Outlet,,,Lucky Little Dumplings, 1 Champ Street,Coburg,VIC,3058,"On arrival, Manager said Fridge was already looked at and fixed by another contractor yesterday. Checked over unit, all working ok, was informed that unit had blocked drain which was causing water to over flow into electricals and cause circuit breaker to trip. Watched unit cycle off at temp. Looks as if job has been accidentally duplicated. Job to be closed off.","Call Out,Labour","85.0000,95.0000",180.0000,18.00,198.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1306808R,Repair,,,Completed Successfully,RCSKB600A-10406,,,TESS - SKOPE,18/06/2024 8:37:00 AM,24/06/2024 12:44:42 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,1 DOOR,Outlet,,,Migaloos Seafood & Ice Creamery,1 Pilot Street,Urangan,QLD,4655,Attended site with 2 technicians. Swopped door and tested ok.,"Call Out,Labour","85.0000,170.0000",255.0000,25.50,280.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1306942R,Repair,,,Completed Successfully,HA220413311,,,AMANDA,18/06/2024 11:31:00 AM,19/06/2024 11:34:52 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DOOR,Outlet,,,Aspire Early Education Truganina, 3 Certain Lane,Truganina,VIC,3029,"Arrived on site and correctly identified unit. Began investigating
upon arrival the chef has explained to me that his meat is become spoilage over a few days as he thinks the fridge is not working correctly
i placed 3 digital temperature reading thermometers, on 3 different parts of the fridge. Found fridge was getting to temperature and cycling off at the controller and also the readings of the thermometers to be correct and reading correct set temperature 2° degrees.
I had a look at both condenser and evaporator coils and everything was working correctly and no blockages or ice was visually noticeable
advised chef there was no fault found during this service call and explained to him that it was reading correct temperatures.","Call Out,Labour","90.0000,90.0000",180.0000,18.00,198.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1307083R,Repair,,,Completed Successfully,HA220210688,,,Terry - Impact Rentals,18/06/2024 2:28:00 PM,28/06/2024 3:24:08 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DOOR,Outlet,,,Bean Squeeze - Moolap,200 Portarlington Road,Moolap,VIC,3221,"19/6/24 Arrived on site and was shown the door that wasn't self-closing. Removed door off hinge to find the torsion bar had snapped.
Took door outside to remove torsion bar before putting door back on. Will order a new torsion bar and return to site to fit. While on site
brushed condenser and filters which were blocked with grinded up coffee. Told staff of works.
24/6/24 Received part then attended site to fit. Removed covers to get access to door to remove. Took door outside and fitted new
torsion bar. Fitted door then tested, found door closely by itself.","Call Out,Labour,Torsion Bar Set,Shipping Cost","100.0000,275.0000,23.6700,20.1700",418.8400,41.89,460.7300
SKOPE Industries,SKOPE INDUSTRIES,SIL-1307084R,Repair,,,Completed Successfully,3005881082601024,,,Tom,18/06/2024 2:30:00 PM,20/06/2024 11:52:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DR SOLID UPRIGHT FRIDGE,Outlet,,,Good Ways Deli,81 Buckland Street,Alexandria,NSW,2015,Attended site with new unit removed all and installed new set all parameters and tested fridge now working as it should will take old unit to hub to be repaired.,"Call Out,Labour,sundries","75.0000,255.0000,10.0000",340.0000,34.00,374.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1307104R,Repair,,,Completed Successfully,A231120397,,,JC - SKOPE,18/06/2024 2:57:00 PM,21/06/2024 10:15:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,OD1100,Outlet,,,Soluna,168 Walker Street,North Sydney,NSW,2060,Attended site to look at fridge light not working found plug to have been ripped out refitted wiring and tested fridge now lighting up as it should,Labour,85.0000,85.0000,8.50,93.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1307105R,Repair,,,Completed Successfully,A231120494,,,JC - SKOPE,18/06/2024 2:58:00 PM,21/06/2024 10:17:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,OD1100,Outlet,,,Soluna,168 Walker Street,North Sydney,NSW,2060,Attended site to look at fridge having issues found that little window was pushed in where controller is have refitted.,Labour,42.5000,42.5000,4.25,46.7500
SKOPE Industries,SKOPE INDUSTRIES,SIL-1307106R,Repair,,,Completed Successfully,A231120491,,,JC - SKOPE,18/06/2024 2:58:00 PM,21/06/2024 10:20:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,OD1100,Outlet,,,Soluna,168 Walker Street,North Sydney,NSW,2060,Attended site to look at fridge light not working found plug to have been ripped out refitted wiring and tested fridge now lighting up as it should,Labour,85.0000,85.0000,8.50,93.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1307108R,Repair,,,Completed Successfully,A231120398,,,JC - SKOPE,18/06/2024 2:58:00 PM,21/06/2024 10:21:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,OD1100,Outlet,,,Soluna,168 Walker Street,North Sydney,NSW,2060,Attended site to look at fridge light not working found plug to have been ripped out refitted wiring and tested fridge now lighting up as it should,Labour,85.0000,85.0000,8.50,93.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1307109R,Repair,,,Completed Successfully,A231120399,,,JC - SKOPE,18/06/2024 2:58:00 PM,21/06/2024 10:12:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,OD1100,Outlet,,,Soluna,168 Walker Street,North Sydney,NSW,2060,Attended site to look at top light not working on OD fridge found also top shelf to not be working. This was due to both cables being ripped out have refitted cables tested fridge. All lights are now working.,"Call Out,Labour,sundries","75.0000,85.0000,10.0000",170.0000,17.00,187.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1307178R,Repair,,,Completed Successfully,QA220910478,,,Jess - QCC,19/06/2024 7:02:00 AM,20/06/2024 1:32:21 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,RF8.PPZ.3,Outlet,,,The Beach Club Collaroy, 1058 Pittwater Road,Collaroy,NSW,2097,"Attended site to look at issue with under bench cabinet not holding temp. Found blocked condenser, cleaned filter and blew out with nitro. Open top prep display in middle of service underneath 2 toaster ovens, unable to see if unit will now pull temp, customer advised it gets to temp when covers are on.","Call Out,Labour,Nitrogen","75.0000,85.0000,28.0000",188.0000,18.80,206.8000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1307179R,Repair,,,Completed Successfully,RCSKB600A-09985,,,Patrick - Skope,19/06/2024 5:06:00 AM,20/06/2024 2:07:21 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,1 DOOR,Outlet,,,Mainfreight Warehoousing,40 Logistics Boulevard,Kenwick,WA,6107,"Arrived on site and located fridge unplugged and light fixture out of place. Clipped light fixture back into place and setup fridge. Turned on and monitored operation. Watched fridge run as should and temperature dropping steadily, all ok.","Call Out,Labour","90.0000,112.5000",202.5000,20.25,222.7500
SKOPE Industries,SKOPE INDUSTRIES,SIL-1307348R,Repair,,,Completed Successfully,RCSKT650A-10070,,,Sara Woodes - email,19/06/2024 11:55:00 AM,25/06/2024 10:16:40 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,Add SRP3 Model Category,Outlet,,,Anglicare Caddens Village,21 Braeburn Street,Caddens,NSW,2747,"Replaced controller, tested, all ok","Call Out,Labour,[ELZ11478-101]CONTROLLER - 101 PROG.","70.0000,80.0000,0.0000",150.0000,15.00,165.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1307360R,Repair,5db5918c,,Completed Successfully,HA230412516,,,Nicole Pearce ,19/06/2024 12:18:56 PM,19/06/2024 5:00:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,TME1000N-AC - Hydrocarbon,Outlet,,,Palm Cove Tavern, 24 Veivers Road,Palm Cove,QLD,4879,"Attended site and signed in. Accessed fridge and checked operation. Found fridge set point too high at 4 degrees. Tried, but was unable to connect through the Skope app. Adjusted fridge set point to 2 degrees. Checked system operation, all ok, condenser coil clean.","Call Out,Labour","55.0000,150.0000",205.0000,20.50,225.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1307368R,Repair,521,,Completed Successfully,A231221055,,,Steve Potschin asahi email,19/06/2024 12:04:00 PM,20/06/2024 1:04:55 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,OD360,Outlet,,,Woolworths Sandgate,Lot 8 Bowser Parade,Sandgate,QLD,4017,Travelled to site and found fridge turned off. Turned on and ran and tested. Found cabinet probe faulty. Obtained new one and changed. Ran and tested cabinet and pulled down to temperature. Registered both cabinets on site and uploaded data. O.K.,"Call Out,Labour,Consumables,Probe","20.0000,180.0000,10.0000,25.0000",235.0000,23.50,258.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1307393R,Repair,,,Completed Successfully,3002882111703014,,,Karen Burn email,19/06/2024 1:10:00 PM,24/06/2024 3:58:04 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,1 DR SOLID UPRIGHT FREEZER,Outlet,,,Morgan Stanley | Corporate & Enterprise Services,101 Collins Street,Melbourne,VIC,3000,"On arrival, Freezer in kitchen operating ok, fan motors and compressor all working ok, no abnormal noises or excess noise. Customer said Motor/Deck was recently changed. Unit cycled off at temp all ok. Getting quite hot in the corner where the freezer is, strongly recommend an extraction fan is installed above it. Job completed.","Call Out,Labour","85.0000,95.0000",180.0000,18.00,198.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1307424R,Repair,8c1210fb,,Completed Successfully,5063882101302014,,,Ali Reza ,19/06/2024 12:19:03 PM,25/06/2024 1:33:42 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DR SOLID UNDERBENCH FREEZER,Outlet,,,Kabul Cafe, 497 Beechboro Road North,Beechboro,WA,6063,"Attended site and found freezer running at temp, looked inside cabinet and found ice all over the base of the freezer and forming up the side near return air grill. Put unit on defrost to check elements, elements work as should. Unplugged cabinet, removed unit from cabinet and found the drain iced up not allowing water to drain properly. De-iced everything including inside the cabinet before refitting unit into cabinet, made sure unit sealed correctly, it did, turned unit on, refreshed controller and monitored operation, unit running as should. Job completed.","Call Out,Labour,ELZ11749-1632 CONTROLLER - WDTL SCS FIRMWARE","90.0000,112.5000,0.0000",202.5000,20.25,222.7500
SKOPE Industries,SKOPE INDUSTRIES,SIL-1307669R,Repair,,,Completed Successfully,5063883102004100,,,Satish - Site,20/06/2024 10:31:00 AM,21/06/2024 12:53:52 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DR SOLID UNDERBENCH FREEZER,Outlet,,,Cafe 63 - Redcliffe,185 Redcliffe Parade,Redcliffe,QLD,4020,"Travelled to site and found freezer turned off. Turned on and ran and tested. Found evaporator fan motor not running even though being called for by controller. 
Removed covers and found evaporator plug netural loose. Replaced in plug and serviced cabinet. Ran and tested and uploaded data to Skope. 
Calibrated controller-2 degrees and checked internal temperature. O.K.","Call Out,Labour,Consumables","90.0000,180.0000,10.0000",280.0000,28.00,308.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1307706R,Repair,b6acbdd9,,Completed Successfully,QA211110529,,,Chris ,20/06/2024 9:35:12 AM,20/06/2024 2:51:34 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,4 DR PIZZA CABINET,Outlet,,,Hood Burger Duncraig, Glengarry Drive,Duncraig,WA,6023,"Arrived onsite, found drain stub to be blocked causing leak inside fridge, pulled unit out and cleared drain, cleaned condenser filter as well.","Call Out,Labour","90.0000,45.0000",135.0000,13.50,148.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1307873R,Repair,c607198d,,Futile,2205000489352,,,Denny ,20/06/2024 3:15:04 PM,24/06/2024 3:03:50 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,GALA,Outlet,,,CUTS & GREENS, One the Esplanade,Perth,WA,6000,"Arrived to find ice machine off, found unit switched off at the gpo and unit, asked owner if anyone turned the gpo off and he said no. Before turning on I megger tested plug, all good, also tested bin thermostat, all good and checked water filter wasn’t blocked, it wasn’t. Turned gpo on, turned ice machine on and unit started as should, noticed cond coil blocked so unblocked coil. Watched unit run a full cycle of ice, drop good solid cubes and start another cycle. Watched unit go through 2 cycles before packing up and leaving site. Couldn’t fault ice machine.","Call Out,Labour,Travel Time","90.0000,112.5000,0.0000",202.5000,20.25,222.7500
SKOPE Industries,SKOPE INDUSTRIES,SIL-1308349R,Repair,,,Completed Successfully,SK4523110972,,,George,21/06/2024 10:57:00 AM,21/06/2024 10:04:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,REFLEX 1 DR UNDERBENCH FREEZER,Outlet,,,Bennie's All Day,1 Macquarie Street,Sydney,NSW,2000,Attended site to assess 1dr underbench freezer with door come off it’s hinges. Upon arrival found unit switched on and reading -19°C. Door was sitting correctly. Upon speaking with customer was advised their handyman had swapped hinges from RHS to LHS. After inspecting new door hinge setup found no issues with door function. Could not find damage to RHS hinge locations.,"Call Out,Labour","75.0000,85.0000",160.0000,16.00,176.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1308405R,Repair,,,Completed Successfully,HA171216881,,,Pamela Wu,21/06/2024 11:53:25 AM,24/06/2024 5:02:57 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DOOR,Outlet,,,Lucky Little Dumplings, 1 Champ Street,Coburg,VIC,3058,"Attended site and checked over the Skope display.
Removed the front pannel of the cabinet and found the evaporator was submerged under water due to a blocked drain. 
Removed the drain out of the unit and cleaned it thoroughly to remove the gunk that was causing the blockage. 
Installed the drain hose back into place and returned the deck back into the cabinet. 
Switched the unit back on and watched as the unit started to drop down in temp","Call Out,Labour","90.0000,90.0000",180.0000,18.00,198.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1308603R,Repair,,,Completed Successfully,5419883092102309,,,Damian,21/06/2024 3:17:00 PM,27/06/2024 12:10:12 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,4 DR SOLID UNDERBENCH FRIDGE,Outlet,,,Old Evropa Bakery,906 Main Road,Eltham,VIC,3095,"Arrived on site and correctly identified unit. Found door handle, one of the screws to be ripped off and missing causing the door handle to just dangle. I tried to investigate on how it is mounted but there were no screws behind the door seal. We will need to quote to replace the door handle. Can we get instructions on how to remove and fasten the door handle to the glass door. Removed condenser coil filter and cleaned up due to it being full of dust. And made unit cycled down to temperature.
Brooklyn Bulmer (26/06/2024) - Work Note
• Arrived at site to fix the broken door handle.
• dis assembled the door to gain access to the screws.
• pit some lock tight on the screws so that they don’t come undone again.
• re assembled the door and located it back into it’s position.
• tested door handle and there were no problems with it","Call Out,Labour,Nitrogen","90.0000,180.0000,40.0000",310.0000,31.00,341.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1309001R,Repair,c098c007,,Completed Successfully,5064882060601130,,,Ankit Padmani ,24/06/2024 12:56:37 PM,25/06/2024 10:25:49 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,3 DR SOLID UNDERBENCH FREEZER,Outlet,,,Brick Lane Market, 466 Queen St,Melbourne,VIC,3000,"On arrival, 3 Door Under Bar Freezer in kitchen had ice build up inside cabinet. Inspect unit and found drain pan full of ice and over flowing from blocked drain. De iced and unblocked drain with hot water. Flushed drain. Washed condenser filter, washed condenser coil out. Re assembled and re instated. Monitored. Checked over parameters. All ok. Removed ice from inside cabinet. Unit is heavily stocked and possibly a bit over stocked. Customer needs to be mindful of this. Unit cycled off at temp, all ok. Job completed. Customer was not om site to get signature.","Call Out,Labour","85.0000,190.0000",275.0000,27.50,302.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1309049R,Repair,c88f024e,,Completed Successfully,2112000382173,,,Monika Bhardwaj ,24/06/2024 12:19:53 PM,26/06/2024 1:44:47 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ALFA NG80 A Self-Contained Ice Cube Maker,Outlet,,,Muffin Break Secret Harbour, Secret Harbour Blvd,Secret Harbour,WA,6173,"Attended site and found ice machine turned off and a small amount of water pooled in the ice bin. Removed front grill and found cond coil completely blocked, brushed away dust then flushed coil with water. Checked drain at the back of the ice machine and found hose clear, checked drain plug inside ice bin and found blocked, unblocked drain and water drained out, poured hot water down drain to clear. Turned ice machine on and started as should, watched run a full cycle, drop good ice cubes then start second cycle. Job completed, left site.","Call Out,Labour,Travel Distance","90.0000,90.0000,20.9000",200.9000,20.09,220.9900
SKOPE Industries,SKOPE INDUSTRIES,SIL-1309228R,Repair,,,Completed Successfully,A230718288,,,Stephen - Site,25/06/2024 7:16:00 AM,27/06/2024 4:01:51 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,BBN 4 DR GLASS SWING,Outlet,,,Live Lounge,950 Wanneroo Road,Wanneroo,WA,6065,"Arrived to find cabinet running and at temp, accessed controller and checked events history, I found cabinet going on standby mode a lot and also manual defrost mode. I noticed control cover plate missing and after speaking with manager on duty I believe staff may have unintentionally pushed buttons on the controller or tried adjusting temps etc which caused some issue. I refreshed controller back to factory settings and monitored operation and found unit working as should. Left site.","Call Out,Labour","90.0000,45.0000",135.0000,13.50,148.5000
SKOPE Industries,SKOPE INDUSTRIES,RZ-1309247R,Repair,1309243R,,Completed Successfully,5088883081701176,,,chermside bb,25/06/2024 10:02:14 AM,26/06/2024 10:35:06 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,PG21.CBR.2,Outlet,,,Betty's Burgers - Chermside,Gympie Road,Chermside,QLD,4032,"Travelled to site and found cabinet out on alr20 alarm.
Found cabinet probe faulty. Registered cabinet and uploaded data.
Installed new probe to confirm. OK
Will have to return in the morning and install in cabinet.
Travelled to site and removed panels and replaced probe. Ran and tested and checked internal temperature and adjusted calibration +1 degree. 
Watched cut out and in a few times and made sure all draw temperatures were O.K.","Labour,Travel Time,Consumables,Probe,Call Out,Labour","225.0000,45.0000,10.0000,25.0000,90.0000,90.0000",440.0000,44.00,484.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1309330R,Repair,bbebef1d,,Completed Successfully,A230818352,,,Tom Nguyen ,25/06/2024 11:48:58 AM,27/06/2024 10:53:29 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,OD460,Outlet,,,Soul Origin Brisbane Airport, 7 Bribie Way,Brisbane Airport,QLD,4008,"Travelled to site and checked cabinet and found cyclone unit not sealing on cabinet. Found arms not secure and evaporator iced up.
Removed evaporator and serviced. Also found evaporator fan dirty removed product and bottom shelf and cleaned. Replaced unit in cabinet and ran and tested and uploaded data to Skope.","Call Out,Labour,Consumables,Parking","90.0000,180.0000,10.0000,38.0000",318.0000,31.80,349.8000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1309695R,Repair,,,Completed Successfully,5063881111801210,,,Mark - Arcticool,25/06/2024 3:03:00 PM,26/06/2024 8:47:13 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DR SOLID UNDERBENCH FREEZER,Outlet,,,Cafe 63 - Redcliffe,185 Redcliffe Parade,Redcliffe,QLD,4020,Travelled to site and found front RHS wheel not hitting ground. Found wheel up higher on base. Obtained plate for wheel and installed. Ran and tested. O.K.,"Call Out,Labour,Materials","90.0000,225.0000,20.0000",335.0000,33.50,368.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1309700R,Repair,,,Completed Successfully,HA180411871,,,Terry - Impact Rentals,25/06/2024 3:06:00 PM,30/06/2024 3:29:54 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DOOR FRIDGE,Outlet,,,Kruger Village Cellars,183 Kruger Parade,Redbank Plains,QLD,4301,"Travelled to site and found unit out on err alarm
 Found filters blocked
Serviced reset and ran and tested. Found unit running short of gas and leaking in evaporator will need to be replaced.
Removed unit to workshop and removed faulty evaporator and drier and replaced. Nitrogen tested and serviced unit. O.K.
Evacuated and gas charged system. Ran and tested. 
Returned unit to site and reinstalled. O.K.","Labour,Travel Time,EVAP COIL,Consumables,Access Valve,Nitrogen,Tolls,Solder/Oxy,Drier,Gas,Call Out,Labour","675.0000,45.0000,0.0000,15.0000,15.0000,15.0000,20.0000,28.0000,38.0000,88.0000,90.0000,90.0000",1119.0000,111.90,1230.9000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1309715R,Repair,,,Completed Successfully,HA230413340,,,AJBAKER,25/06/2024 2:53:00 PM,26/06/2024 8:51:13 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,BME600N-A 1 Door upright,Outlet,,,Resthaven Westbourne Park,30 Sussex Terrace,Westbourne Park,SA,5041,"Attended site for fridge not working, spoke with Neil and was advised fridge not getting past 15 degrees. Checked alarms and parameters to find fridge set for 15, adjusted set point to 2 degrees. Monitored fridge and watched cycle. and adjusted max user set point.","Call Out,Labour","80.0000,80.0000",160.0000,16.00,176.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1309824R,Repair,,,Completed Successfully,A211114932,,,Mark - Tech,26/06/2024 9:11:00 AM,28/06/2024 10:25:54 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,OPENFACE,Outlet,,,7 Eleven,3-5 Spinnaker Drive,Sandstone Point,QLD,4511,"Travelled to site and found fridge running. Removed cyclone unit and found drain blocked and condensor dirty.
Serviced cabinet and removed some ice from evaporator. Replaced in cabinet. Removed bottom shelf and cleaned evaporator fans.
Replaced shelf in cabinet and reinstalled product. Ran and tested. O.K.","Call Out,Labour,Consumables","90.0000,225.0000,10.0000",325.0000,32.50,357.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1309895R,Repair,,,Completed Successfully,HA230210909,,,brad - site,26/06/2024 10:53:00 AM,27/06/2024 9:40:03 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,TMF1000 - ActiveCore Freezer,Outlet,,,Meals on Wheels Stirling, 1 Arkaba Road,Aldgate,SA,5154,"Attended site for freezer temperature display to high, checked temperature inside cabinet and found at -28, checked probe and found return air probe faulty, replaced probe and tested to find display temperature now coming down, updated firmware and watched freezer cycle.","Call Out,Labour,Probe,Termination","80.0000,120.0000,29.9400,5.0000",234.9400,23.49,258.4300
SKOPE Industries,SKOPE INDUSTRIES,SIL-1309929R,Repair,,,Completed Successfully,A220712592,,,Jason,26/06/2024 11:39:00 AM,28/06/2024 11:24:53 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DR HORIZONTAL FREEZER REMOTE ss,Outlet,,,Lonsdale Hotel Pty Ltd, 25 Sherriffs Road,Lonsdale,SA,5160,"Found multiple setting incorrect, reset setting to factory (eg defrost, setpoint and control delta). Ran through defrost and checked operations, all working ok now.","Call Out,Labour","80.0000,100.0000",180.0000,18.00,198.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1309962R,Repair,,,Completed Successfully,HA210512352,,,Han,26/06/2024 12:48:00 PM,27/06/2024 11:57:16 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ActiveCore BME1200N-A 2 door Refrigerator,Outlet,,,The Fisher Takeaway,1 Fisher Square,Fisher,ACT,2611,"Attended site found block drain line removed cyclone for
cleaning remove slug etc. reinstalled ran ok","Call Out,Labour","90.0000,90.0000",180.0000,18.00,198.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1310198R,Repair,,,Completed Successfully,2110000331924,,,Lisa,27/06/2024 9:25:00 AM,28/06/2024 10:00:48 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ALFA Self Contained Ice Cube Maker,Outlet,,,Gloria Jean's Coffees Noarlunga Centre,Beach Road,Noarlunga Centre,SA,5168,"Found ice machine in standby mode due to from switch off. Pulled switch out and tested and cleaned, refitted, cleaned condenser and check operations. Ran through multiple cycles with correct timing and good harvest yields. Advised customer to replace water filter as discussed, customer advised they will complete. All operating.","Call Out,Labour","80.0000,160.0000",240.0000,24.00,264.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1310280R,Repair,,,Completed Successfully,A230416848,,,BAK-1302320R,27/06/2024 12:04:00 PM,27/06/2024 12:06:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,OD460,Outlet,,,Hasting Co Op  IGA Plus Liquor Timbertown,245 Oxley Hwy,Wauchope,NSW,2446,Replace EBM 120mm Axial fan. Waiting for new job.,"Labour,Electrical consumables,Ec Axial Fan AxiACi 120 119x119x38mm 115/230V 50/60Hz 1m CTN","95.0000,10.0000,107.5300",212.5300,21.25,233.7800
SKOPE Industries,SKOPE INDUSTRIES,SIL-1310327R,Repair,,,On Hold,A221114572,,,Flexikitch,27/06/2024 1:12:00 PM,,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,VF1500,Outlet,,,Derrimut Nutrition Bar - Oakleigh,1686 Dandenong Road,Oakleigh East,VIC,3166,"Arrived onsite, inspected fridge, found all components running well and the fridge at temperature, condenser coils extremely blocked possibly causing a temperature issue, cleaned coils thoroughly, also found small amount of ice biuld up in the evaporator area, the build up is occurring at the vent right where the doors are located, build ups occurring due to doors being constantly opened letting air in, recommend removing all the stock from the fridge to de ice evaporators, please arrange with Derrimut for best time to complete works.","Call Out,Labour","85.0000,95.0000",180.0000,18.00,198.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1310330R,Repair,,,Completed Successfully,QA220110053,,,Patrick - Skope,27/06/2024 1:14:00 PM,28/06/2024 5:00:00 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,4 DR PIZZA CABINET,Outlet,,,Cafe63 Yeppoon,64-67 James Street,Yeppoon,QLD,4703,"Attended Site 28/06/2024
Observed fridge was leaking water
Found the drain was completely blocked
Isolated fridge
Removed wiring to be able to pull fridge out
Removed fridge outside and unclogged drain and de-iced coil
Returned fridge back to it's place
Returned wires
Turned on fridge
Tested and Commissioned",Labour,220.0000,220.0000,22.00,242.0000
